Plot 1 FLIR USB Video

				Bx1.Average
Emissivity				0.949999988079071
Distance				0
Reflected temperature				19.999993896484398
Location X				38
Location Y				26
Size X				6
Size Y				10
Surface (pixels)				60

Date	Time	Milliseconds	Relative time	Bx1.Average
18/02/2022	19:42:08	891	2824.324	23.6484239260356
18/02/2022	19:42:09	162	2824.595	23.7007191340129
18/02/2022	19:42:09	432	2824.865	23.6825907389323
18/02/2022	19:42:09	702	2825.135	23.706641070048
18/02/2022	19:42:09	972	2825.405	23.699778175354
18/02/2022	19:42:10	243	2825.676	23.7232041041056
18/02/2022	19:42:10	783	2826.216	23.7072509447734
18/02/2022	19:42:11	053	2826.486	23.6882781982422
18/02/2022	19:42:11	324	2826.757	23.712795829773
18/02/2022	19:42:11	594	2827.027	23.7177087465922
18/02/2022	19:42:11	864	2827.297	23.7244405428569
18/02/2022	19:42:12	135	2827.568	23.6707659085592
18/02/2022	19:42:12	405	2827.838	23.7155803362528
18/02/2022	19:42:12	945	2828.378	23.7286124865214
18/02/2022	19:42:13	216	2828.649	23.7505108515422
18/02/2022	19:42:13	486	2828.919	23.6953698158264
18/02/2022	19:42:13	756	2829.189	23.7347375869751
18/02/2022	19:42:14	026	2829.459	23.7505207379659
18/02/2022	19:42:14	297	2829.73	23.7604292233785
18/02/2022	19:42:14	567	2830	23.7390542984009
18/02/2022	19:42:15	107	2830.54	23.7850700378418
18/02/2022	19:42:15	378	2830.811	23.7362860361735
18/02/2022	19:42:15	648	2831.081	23.6930268287659
18/02/2022	19:42:15	918	2831.351	23.7183211644491
18/02/2022	19:42:16	189	2831.622	23.6742654164632
18/02/2022	19:42:16	459	2831.892	23.708683458964
18/02/2022	19:42:16	729	2832.162	23.7212831815084
18/02/2022	19:42:16	999	2832.432	23.699179426829
18/02/2022	19:42:17	540	2832.973	23.7290210405986
18/02/2022	19:42:17	810	2833.243	23.7338961601257
18/02/2022	19:42:18	080	2833.513	23.686939239502
18/02/2022	19:42:18	351	2833.784	23.6861001968384
18/02/2022	19:42:18	621	2834.054	23.6187412261963
18/02/2022	19:42:18	891	2834.324	23.6729166666667
18/02/2022	19:42:19	162	2834.595	23.6703409512838
18/02/2022	19:42:19	432	2834.865	23.6657659212748
18/02/2022	19:42:19	972	2835.405	23.656310971578
18/02/2022	19:42:20	243	2835.676	23.6605977376302
18/02/2022	19:42:20	513	2835.946	23.6647894541423
18/02/2022	19:42:20	783	2836.216	23.6717502593994
18/02/2022	19:42:21	053	2836.486	23.5554494222005
18/02/2022	19:42:21	324	2836.757	23.6023569107056
18/02/2022	19:42:21	594	2837.027	23.6296130180359
18/02/2022	19:42:21	864	2837.297	23.6134549458822
18/02/2022	19:42:22	405	2837.838	23.6100542068481
18/02/2022	19:42:22	675	2838.108	23.5675040880839
18/02/2022	19:42:22	945	2838.378	23.611247030894
18/02/2022	19:42:23	216	2838.649	23.6576171557109
18/02/2022	19:42:23	756	2839.189	23.6568951288859
18/02/2022	19:42:24	026	2839.459	23.5789983113607
18/02/2022	19:42:24	297	2839.73	23.5785798072815
18/02/2022	19:42:24	567	2840	23.5410132090251
18/02/2022	19:42:24	837	2840.27	23.6420493761698
18/02/2022	19:42:25	107	2840.54	23.6339942614237
18/02/2022	19:42:25	378	2840.811	23.6233006795247
18/02/2022	19:42:25	918	2841.351	23.6956135114034
18/02/2022	19:42:26	189	2841.622	23.5978196144104
18/02/2022	19:42:26	459	2841.892	23.5912751833598
18/02/2022	19:42:26	729	2842.162	23.624903011322
18/02/2022	19:42:26	999	2842.432	23.6381456057231
18/02/2022	19:42:27	270	2842.703	23.6211360295614
18/02/2022	19:42:27	540	2842.973	23.6167798995972
18/02/2022	19:42:27	810	2843.243	23.6586791356405
18/02/2022	19:42:28	080	2843.513	23.598782602946
18/02/2022	19:42:28	621	2844.054	23.664963054657
18/02/2022	19:42:28	891	2844.324	23.6682140350342
18/02/2022	19:42:29	162	2844.595	23.7307711283366
18/02/2022	19:42:29	432	2844.865	23.712984307607
18/02/2022	19:42:29	702	2845.135	23.6257329305013
18/02/2022	19:42:29	972	2845.405	23.6881683031718
18/02/2022	19:42:30	243	2845.676	23.7548809369405
18/02/2022	19:42:30	783	2846.216	23.7250924746195
18/02/2022	19:42:31	053	2846.486	23.7671164830526
18/02/2022	19:42:31	324	2846.757	23.6701008160909
18/02/2022	19:42:31	594	2847.027	23.7042446136475
18/02/2022	19:42:31	864	2847.297	23.7179618199666
18/02/2022	19:42:32	135	2847.568	23.7560568491618
18/02/2022	19:42:32	405	2847.838	23.7447647094727
18/02/2022	19:42:32	675	2848.108	23.6887206077576
18/02/2022	19:42:33	216	2848.649	23.6496138890584
18/02/2022	19:42:33	486	2848.919	23.7197395642598
18/02/2022	19:42:33	756	2849.189	23.6656064987183
18/02/2022	19:42:34	026	2849.459	23.6237250645955
18/02/2022	19:42:34	297	2849.73	23.6531889597575
18/02/2022	19:42:34	567	2850	23.6477700233459
18/02/2022	19:42:34	837	2850.27	23.628607304891
18/02/2022	19:42:35	107	2850.54	23.657070573171
18/02/2022	19:42:35	378	2850.811	23.5982053438822
18/02/2022	19:42:35	918	2851.351	23.629435412089
18/02/2022	19:42:36	189	2851.622	23.6906659444173
18/02/2022	19:42:36	459	2851.892	23.6106597900391
18/02/2022	19:42:36	729	2852.162	23.66245581309
18/02/2022	19:42:36	999	2852.432	23.6241006533305
18/02/2022	19:42:37	270	2852.703	23.5998037020365
18/02/2022	19:42:37	540	2852.973	23.6005466779073
18/02/2022	19:42:38	080	2853.513	23.639044825236
18/02/2022	19:42:38	351	2853.784	23.5341133117676
18/02/2022	19:42:38	621	2854.054	23.5914625167847
18/02/2022	19:42:38	891	2854.324	23.5580016771952
18/02/2022	19:42:39	162	2854.595	23.6442445755005
18/02/2022	19:42:39	432	2854.865	23.6170169512431
18/02/2022	19:42:39	702	2855.135	23.6476044654846
18/02/2022	19:42:39	972	2855.405	23.6699632644653
18/02/2022	19:42:40	513	2855.946	23.6317654291789
18/02/2022	19:42:40	783	2856.216	23.6270888964335
18/02/2022	19:42:41	053	2856.486	23.5890803654989
18/02/2022	19:42:41	324	2856.757	23.6007963180542
18/02/2022	19:42:41	594	2857.027	23.5853524208069
18/02/2022	19:42:42	135	2857.568	23.6122175216675
18/02/2022	19:42:42	405	2857.838	23.5944068908691
18/02/2022	19:42:42	675	2858.108	23.5978009223938
18/02/2022	19:42:42	945	2858.378	23.624071375529
18/02/2022	19:42:43	216	2858.649	23.5633865356445
18/02/2022	19:42:43	486	2858.919	23.5888705571493
18/02/2022	19:42:43	756	2859.189	23.5256201426188
18/02/2022	19:42:44	026	2859.459	23.5887128512065
18/02/2022	19:42:44	567	2860	23.5754673957825
18/02/2022	19:42:44	837	2860.27	23.6230794588725
18/02/2022	19:42:45	107	2860.54	23.5327593803406
18/02/2022	19:42:45	378	2860.811	23.5798307100932
18/02/2022	19:42:45	648	2861.081	23.5655992825826
18/02/2022	19:42:45	918	2861.351	23.608668645223
18/02/2022	19:42:46	189	2861.622	23.5932778676351
18/02/2022	19:42:46	729	2862.162	23.5343318939209
18/02/2022	19:42:46	999	2862.432	23.579567527771
18/02/2022	19:42:47	270	2862.703	23.6035125096639
18/02/2022	19:42:47	540	2862.973	23.5829565366109
18/02/2022	19:42:47	810	2863.243	23.5683897654216
18/02/2022	19:42:48	080	2863.513	23.573903465271
18/02/2022	19:42:48	351	2863.784	23.5632082303365
18/02/2022	19:42:48	891	2864.324	23.5651628176371
18/02/2022	19:42:49	162	2864.595	23.6538893699646
18/02/2022	19:42:49	432	2864.865	23.6383361816406
18/02/2022	19:42:49	702	2865.135	23.6331499099731
18/02/2022	19:42:49	972	2865.405	23.6740763346354
18/02/2022	19:42:50	243	2865.676	23.6650248527527
18/02/2022	19:42:50	513	2865.946	23.6359690348307
18/02/2022	19:42:50	783	2866.216	23.681840801239
18/02/2022	19:42:51	053	2866.486	23.6715813000997
18/02/2022	19:42:51	594	2867.027	23.6642216046651
18/02/2022	19:42:51	864	2867.297	23.6715277036031
18/02/2022	19:42:52	135	2867.568	23.7005592981974
18/02/2022	19:42:52	405	2867.838	23.6766458511353
18/02/2022	19:42:52	675	2868.108	23.6572863896688
18/02/2022	19:42:52	945	2868.378	23.6448296864827
18/02/2022	19:42:53	216	2868.649	23.6608593304952
18/02/2022	19:42:53	486	2868.919	23.6679644266764
18/02/2022	19:42:53	756	2869.189	23.6406999270121
18/02/2022	19:42:54	297	2869.73	23.5967778205872
18/02/2022	19:42:54	567	2870	23.6205059687297
18/02/2022	19:42:54	837	2870.27	23.6254492441813
18/02/2022	19:42:55	107	2870.54	23.6179579734802
18/02/2022	19:42:55	378	2870.811	23.5748910586039
18/02/2022	19:42:55	648	2871.081	23.5869034449259
18/02/2022	19:42:55	918	2871.351	23.6114206314087
18/02/2022	19:42:56	189	2871.622	23.5955952008565
18/02/2022	19:42:56	729	2872.162	23.5744954744975
18/02/2022	19:42:56	999	2872.432	23.5761896769206
18/02/2022	19:42:57	270	2872.703	23.5499251365662
18/02/2022	19:42:57	540	2872.973	23.5305376370748
18/02/2022	19:42:57	810	2873.243	23.5625723520915
18/02/2022	19:42:58	080	2873.513	23.5952037811279
18/02/2022	19:42:58	351	2873.784	23.6614443143209
18/02/2022	19:42:58	621	2874.054	23.6402400016785
18/02/2022	19:42:59	162	2874.595	23.660654258728
18/02/2022	19:42:59	432	2874.865	23.6314203262329
18/02/2022	19:42:59	702	2875.135	23.6253170967102
18/02/2022	19:42:59	972	2875.405	23.6211292584737
18/02/2022	19:43:00	243	2875.676	23.6316083908081
18/02/2022	19:43:00	513	2875.946	23.5625763575236
18/02/2022	19:43:00	783	2876.216	23.5407033284505
18/02/2022	19:43:01	324	2876.757	23.604922580719
18/02/2022	19:43:01	594	2877.027	23.610596148173
18/02/2022	19:43:01	864	2877.297	23.6535551389058
18/02/2022	19:43:02	135	2877.568	23.6087001800537
18/02/2022	19:43:02	405	2877.838	23.594637298584
18/02/2022	19:43:02	675	2878.108	23.580991045634
18/02/2022	19:43:02	945	2878.378	23.608628877004
18/02/2022	19:43:03	216	2878.649	23.5522752761841
18/02/2022	19:43:03	486	2878.919	23.5543175379435
18/02/2022	19:43:04	026	2879.459	23.5872792561849
18/02/2022	19:43:04	297	2879.73	23.6205242792765
18/02/2022	19:43:04	567	2880	23.5971838633219
18/02/2022	19:43:04	837	2880.27	23.5760560353597
18/02/2022	19:43:05	107	2880.54	23.5968143463135
18/02/2022	19:43:05	378	2880.811	23.5606657981873
18/02/2022	19:43:05	648	2881.081	23.5885539054871
18/02/2022	19:43:05	918	2881.351	23.5853908538818
18/02/2022	19:43:06	459	2881.892	23.5362812360128
18/02/2022	19:43:06	729	2882.162	23.5470755259196
18/02/2022	19:43:06	999	2882.432	23.5621513684591
18/02/2022	19:43:07	270	2882.703	23.5545301437378
18/02/2022	19:43:07	540	2882.973	23.5408275604248
18/02/2022	19:43:07	810	2883.243	23.5183032671611
18/02/2022	19:43:08	080	2883.513	23.5220265388489
18/02/2022	19:43:08	351	2883.784	23.525035572052
18/02/2022	19:43:08	891	2884.324	23.5596414883931
18/02/2022	19:43:09	162	2884.595	23.5629554430644
18/02/2022	19:43:09	432	2884.865	23.5099721908569
18/02/2022	19:43:09	702	2885.135	23.5558855056763
18/02/2022	19:43:09	972	2885.405	23.5746540387472
18/02/2022	19:43:10	243	2885.676	23.5600162188212
18/02/2022	19:43:10	513	2885.946	23.5885073343913
18/02/2022	19:43:11	053	2886.486	23.6482102711995
18/02/2022	19:43:11	324	2886.757	23.6102703094482
18/02/2022	19:43:11	594	2887.027	23.6181608200073
18/02/2022	19:43:11	864	2887.297	23.6066802660624
18/02/2022	19:43:12	135	2887.568	23.6090540568034
18/02/2022	19:43:12	405	2887.838	23.6287834485372
18/02/2022	19:43:12	675	2888.108	23.7388692855835
18/02/2022	19:43:12	945	2888.378	23.6353676160177
18/02/2022	19:43:13	216	2888.649	23.6347482681274
18/02/2022	19:43:13	756	2889.189	23.6691791852315
18/02/2022	19:43:14	026	2889.459	23.712441444397
18/02/2022	19:43:14	297	2889.73	23.7272727648417
18/02/2022	19:43:14	567	2890	23.8239628156026
18/02/2022	19:43:14	837	2890.27	23.8091390609741
18/02/2022	19:43:15	107	2890.54	23.7258824984233
18/02/2022	19:43:15	648	2891.081	23.7353242874145
18/02/2022	19:43:15	918	2891.351	23.7823046048482
18/02/2022	19:43:16	189	2891.622	23.7969356854757
18/02/2022	19:43:16	459	2891.892	23.7722456932068
18/02/2022	19:43:16	729	2892.162	23.7250408172607
18/02/2022	19:43:16	999	2892.432	23.7493760426839
18/02/2022	19:43:17	270	2892.703	23.7396876335144
18/02/2022	19:43:17	810	2893.243	23.777224000295
18/02/2022	19:43:18	080	2893.513	23.7321884791056
18/02/2022	19:43:18	351	2893.784	23.8008344650269
18/02/2022	19:43:18	621	2894.054	23.7789860407511
18/02/2022	19:43:18	891	2894.324	23.7335611343384
18/02/2022	19:43:19	162	2894.595	23.6690079053243
18/02/2022	19:43:19	432	2894.865	23.6102534294128
18/02/2022	19:43:19	702	2895.135	23.6401116689046
18/02/2022	19:43:20	243	2895.676	23.6426792780558
18/02/2022	19:43:20	513	2895.946	23.5190904935201
18/02/2022	19:43:20	783	2896.216	23.5052001635234
18/02/2022	19:43:21	053	2896.486	23.5627980232239
18/02/2022	19:43:21	594	2897.027	23.5481986045837
18/02/2022	19:43:21	864	2897.297	23.5416529337565
18/02/2022	19:43:22	135	2897.568	23.5218601226807
18/02/2022	19:43:22	405	2897.838	23.5226371447245
18/02/2022	19:43:22	675	2898.108	23.4722240130107
18/02/2022	19:43:22	945	2898.378	23.5291566212972
18/02/2022	19:43:23	216	2898.649	23.5168992678324
18/02/2022	19:43:23	486	2898.919	23.5501298268636
18/02/2022	19:43:24	026	2899.459	23.5814073880514
18/02/2022	19:43:24	297	2899.73	23.5208698908488
18/02/2022	19:43:24	567	2900	23.5869387308757
18/02/2022	19:43:24	837	2900.27	23.5216581026713
18/02/2022	19:43:25	378	2900.811	23.6270224889119
18/02/2022	19:43:25	648	2901.081	23.60330286026
18/02/2022	19:43:25	918	2901.351	23.6916824658712
18/02/2022	19:43:26	189	2901.622	23.5598566691081
18/02/2022	19:43:26	459	2901.892	23.6086799303691
18/02/2022	19:43:26	729	2902.162	23.5910419782003
18/02/2022	19:43:26	999	2902.432	23.5600432078044
18/02/2022	19:43:27	270	2902.703	23.5115996996562
18/02/2022	19:43:27	540	2902.973	23.5374419530233
18/02/2022	19:43:28	080	2903.513	23.5947987874349
18/02/2022	19:43:28	351	2903.784	23.557653872172
18/02/2022	19:43:28	621	2904.054	23.5740916887919
18/02/2022	19:43:28	891	2904.324	23.5724909464518
18/02/2022	19:43:29	162	2904.595	23.5296019554138
18/02/2022	19:43:29	432	2904.865	23.535483678182
18/02/2022	19:43:29	702	2905.135	23.5261797269185
18/02/2022	19:43:30	243	2905.676	23.5529187202454
18/02/2022	19:43:30	513	2905.946	23.5562642733256
18/02/2022	19:43:30	783	2906.216	23.5630003293355
18/02/2022	19:43:31	053	2906.486	23.5904942830404
18/02/2022	19:43:31	324	2906.757	23.5196990648905
18/02/2022	19:43:31	594	2907.027	23.5135358810425
18/02/2022	19:43:32	135	2907.568	23.5588252385457
18/02/2022	19:43:32	405	2907.838	23.5325471878052
18/02/2022	19:43:32	675	2908.108	23.5469900131226
18/02/2022	19:43:32	945	2908.378	23.6223693847656
18/02/2022	19:43:33	216	2908.649	23.6486145973206
18/02/2022	19:43:33	486	2908.919	23.6761034329732
18/02/2022	19:43:33	756	2909.189	23.609140809377
18/02/2022	19:43:34	026	2909.459	23.5837650299072
18/02/2022	19:43:34	567	2910	23.6426714579264
18/02/2022	19:43:34	837	2910.27	23.5407889048258
18/02/2022	19:43:35	107	2910.54	23.5695039749146
18/02/2022	19:43:35	378	2910.811	23.5766225179036
18/02/2022	19:43:35	648	2911.081	23.6677527745565
18/02/2022	19:43:35	918	2911.351	23.6486181894938
18/02/2022	19:43:36	189	2911.622	23.6472236951192
18/02/2022	19:43:36	459	2911.892	23.6600922902425
18/02/2022	19:43:36	729	2912.162	23.6005386988322
18/02/2022	19:43:37	270	2912.703	23.5831654866536
18/02/2022	19:43:37	540	2912.973	23.6130583445231
18/02/2022	19:43:37	810	2913.243	23.6881334940592
18/02/2022	19:43:38	080	2913.513	23.6337480545044
18/02/2022	19:43:38	351	2913.784	23.6440847714742
18/02/2022	19:43:38	621	2914.054	23.5946349461873
18/02/2022	19:43:38	891	2914.324	23.6098662694295
18/02/2022	19:43:39	162	2914.595	23.6565738042196
18/02/2022	19:43:39	702	2915.135	23.654986222585
18/02/2022	19:43:39	972	2915.405	23.6232366243998
18/02/2022	19:43:40	243	2915.676	23.6578894297282
18/02/2022	19:43:40	513	2915.946	23.6553122520447
18/02/2022	19:43:40	783	2916.216	23.6361890157064
18/02/2022	19:43:41	053	2916.486	23.6875403086344
18/02/2022	19:43:41	324	2916.757	23.6452618281047
18/02/2022	19:43:41	864	2917.297	23.6272666613261
18/02/2022	19:43:42	134	2917.567	23.6205795923869
18/02/2022	19:43:42	405	2917.838	23.6276599566142
18/02/2022	19:43:42	675	2918.108	23.5414288838704
18/02/2022	19:43:42	945	2918.378	23.5503416697184
18/02/2022	19:43:43	216	2918.649	23.5979843775431
18/02/2022	19:43:43	486	2918.919	23.6349749247233
18/02/2022	19:43:43	756	2919.189	23.5780360539754
18/02/2022	19:43:44	297	2919.73	23.5287550926208
18/02/2022	19:43:44	567	2920	23.5926676432292
18/02/2022	19:43:44	837	2920.27	23.609243106842
18/02/2022	19:43:45	107	2920.54	23.585568745931
18/02/2022	19:43:45	378	2920.811	23.6055072784424
18/02/2022	19:43:45	648	2921.081	23.5594575246175
18/02/2022	19:43:45	918	2921.351	23.6444964726766
18/02/2022	19:43:46	189	2921.622	23.6041647911072
18/02/2022	19:43:46	459	2921.892	23.6630091985067
18/02/2022	19:43:46	999	2922.432	23.6499512036641
18/02/2022	19:43:47	270	2922.703	23.6047124226888
18/02/2022	19:43:47	540	2922.973	23.5838038126628
18/02/2022	19:43:47	810	2923.243	23.6149892171224
18/02/2022	19:43:48	080	2923.513	23.6387239138285
18/02/2022	19:43:48	351	2923.784	23.6515933036804
18/02/2022	19:43:48	621	2924.054	23.6754814147949
18/02/2022	19:43:48	891	2924.324	23.6049276351929
18/02/2022	19:43:49	432	2924.865	23.6454627672831
18/02/2022	19:43:49	702	2925.135	23.7316354433695
18/02/2022	19:43:49	972	2925.405	23.7181392987569
18/02/2022	19:43:50	243	2925.676	23.7001541137695
18/02/2022	19:43:50	513	2925.946	23.7303832054138
18/02/2022	19:43:50	783	2926.216	23.6551316897074
18/02/2022	19:43:51	053	2926.486	23.6757192293803
18/02/2022	19:43:51	324	2926.757	23.6381530125936
18/02/2022	19:43:51	594	2927.027	23.6861547470093
18/02/2022	19:43:52	134	2927.567	23.6622230847677
18/02/2022	19:43:52	405	2927.838	23.693697198232
18/02/2022	19:43:52	675	2928.108	23.6901377360026
18/02/2022	19:43:52	945	2928.378	23.6801998774211
18/02/2022	19:43:53	216	2928.649	23.6620067914327
18/02/2022	19:43:53	486	2928.919	23.6444299062093
18/02/2022	19:43:53	756	2929.189	23.6968404134115
18/02/2022	19:43:54	026	2929.459	23.7128178278605
18/02/2022	19:43:54	567	2930	23.772847366333
18/02/2022	19:43:54	837	2930.27	23.6810167312622
18/02/2022	19:43:55	107	2930.54	23.6408662796021
18/02/2022	19:43:55	378	2930.811	23.6009689966838
18/02/2022	19:43:55	648	2931.081	23.5542558034261
18/02/2022	19:43:55	918	2931.351	23.6798102696737
18/02/2022	19:43:56	459	2931.892	23.6441942532857
18/02/2022	19:43:56	729	2932.162	23.697812684377
18/02/2022	19:43:56	999	2932.432	23.6871461868286
18/02/2022	19:43:57	270	2932.703	23.6784584363302
18/02/2022	19:43:57	540	2932.973	23.7272836685181
18/02/2022	19:43:57	810	2933.243	23.7426626205444
18/02/2022	19:43:58	080	2933.513	23.688752969106
18/02/2022	19:43:58	351	2933.784	23.706117884318
18/02/2022	19:43:58	621	2934.054	23.6974376360575
18/02/2022	19:43:59	162	2934.595	23.6207020759583
18/02/2022	19:43:59	432	2934.865	23.5720851580302
18/02/2022	19:43:59	702	2935.135	23.616578801473
18/02/2022	19:43:59	972	2935.405	23.6563197453817
18/02/2022	19:44:00	243	2935.676	23.6328456242879
18/02/2022	19:44:00	513	2935.946	23.6062357266744
18/02/2022	19:44:01	053	2936.486	23.5675594965617
18/02/2022	19:44:01	324	2936.757	23.5760799407959
18/02/2022	19:44:01	594	2937.027	23.5950463294983
18/02/2022	19:44:01	864	2937.297	23.5972501118978
18/02/2022	19:44:02	134	2937.567	23.5572347005208
18/02/2022	19:44:02	405	2937.838	23.5554676691691
18/02/2022	19:44:02	675	2938.108	23.5483552614848
18/02/2022	19:44:03	216	2938.649	23.5669441858927
18/02/2022	19:44:03	486	2938.919	23.5534906387329
18/02/2022	19:44:03	756	2939.189	23.5199006398519
18/02/2022	19:44:04	026	2939.459	23.571892897288
18/02/2022	19:44:04	297	2939.73	23.5349302927653
18/02/2022	19:44:04	567	2940	23.5993877410889
18/02/2022	19:44:04	837	2940.27	23.5517183303833
18/02/2022	19:44:05	378	2940.811	23.5865277608236
18/02/2022	19:44:05	648	2941.081	23.5818016052246
18/02/2022	19:44:05	918	2941.351	23.6201444307963
18/02/2022	19:44:06	189	2941.622	23.6249177614848
18/02/2022	19:44:06	459	2941.892	23.644863541921
18/02/2022	19:44:06	729	2942.162	23.6981859525045
18/02/2022	19:44:06	999	2942.432	23.6514234860738
18/02/2022	19:44:07	270	2942.703	23.6727459271749
18/02/2022	19:44:07	540	2942.973	23.6142549514771
18/02/2022	19:44:08	080	2943.513	23.572313785553
18/02/2022	19:44:08	351	2943.784	23.5969527880351
18/02/2022	19:44:08	621	2944.054	23.5020640691121
18/02/2022	19:44:08	891	2944.324	23.5416585922241
18/02/2022	19:44:09	162	2944.595	23.5329734802246
18/02/2022	19:44:09	432	2944.865	23.5097583134969
18/02/2022	19:44:09	702	2945.135	23.5447792053223
18/02/2022	19:44:09	972	2945.405	23.5951895395915
18/02/2022	19:44:10	513	2945.946	23.5309755643209
18/02/2022	19:44:10	783	2946.216	23.5858781814575
18/02/2022	19:44:11	053	2946.486	23.5457498550415
18/02/2022	19:44:11	324	2946.757	23.5574156125387
18/02/2022	19:44:11	594	2947.027	23.5622073491414
18/02/2022	19:44:11	864	2947.297	23.5468373616536
18/02/2022	19:44:12	134	2947.567	23.5448416074117
18/02/2022	19:44:12	405	2947.838	23.5534758885702
18/02/2022	19:44:12	945	2948.378	23.5689493179321
18/02/2022	19:44:13	216	2948.649	23.5229334831238
18/02/2022	19:44:13	486	2948.919	23.5054426511129
18/02/2022	19:44:13	756	2949.189	23.6205152829488
18/02/2022	19:44:14	026	2949.459	23.5952585538228
18/02/2022	19:44:14	297	2949.73	23.7021308581034
18/02/2022	19:44:14	567	2950	23.6280124664307
18/02/2022	19:44:14	837	2950.27	23.6404898007711
18/02/2022	19:44:15	378	2950.811	23.6513436317444
18/02/2022	19:44:15	648	2951.081	23.5825833320618
18/02/2022	19:44:15	918	2951.351	23.6009763717651
18/02/2022	19:44:16	189	2951.622	23.5774333635966
18/02/2022	19:44:16	459	2951.892	23.5801871935527
18/02/2022	19:44:16	999	2952.432	23.5113670984904
18/02/2022	19:44:17	270	2952.703	23.6067644437154
18/02/2022	19:44:17	540	2952.973	23.5515566825867
18/02/2022	19:44:17	810	2953.243	23.5855589548747
18/02/2022	19:44:18	351	2953.784	23.6604739189148
18/02/2022	19:44:18	621	2954.054	23.5970333417257
18/02/2022	19:44:18	891	2954.324	23.6415394147237
18/02/2022	19:44:19	162	2954.595	23.7001708666484
18/02/2022	19:44:19	432	2954.865	23.6118920008341
18/02/2022	19:44:19	702	2955.135	23.6711275736491
18/02/2022	19:44:19	972	2955.405	23.5863398234049
18/02/2022	19:44:20	243	2955.676	23.5894837697347
18/02/2022	19:44:20	783	2956.216	23.5962571779887
18/02/2022	19:44:21	053	2956.486	23.6426548639933
18/02/2022	19:44:21	324	2956.757	23.5979758580526
18/02/2022	19:44:21	594	2957.027	23.6829568227132
18/02/2022	19:44:21	864	2957.297	23.6778600692749
18/02/2022	19:44:22	134	2957.567	23.6859760920207
18/02/2022	19:44:22	675	2958.108	23.6306509017944
18/02/2022	19:44:22	945	2958.378	23.6622359275818
18/02/2022	19:44:23	216	2958.649	23.6405297279358
18/02/2022	19:44:23	486	2958.919	23.6650389671326
18/02/2022	19:44:23	756	2959.189	23.6375434557597
18/02/2022	19:44:24	026	2959.459	23.6559227307638
18/02/2022	19:44:24	297	2959.73	23.6292467435201
18/02/2022	19:44:24	567	2960	23.6473941167196
18/02/2022	19:44:24	837	2960.27	23.5541340192159
18/02/2022	19:44:25	378	2960.811	23.570893351237
18/02/2022	19:44:25	648	2961.081	23.556503645579
18/02/2022	19:44:25	918	2961.351	23.587316830953
18/02/2022	19:44:26	189	2961.622	23.568771203359
18/02/2022	19:44:26	459	2961.892	23.5456239382426
18/02/2022	19:44:26	729	2962.162	23.6066798845927
18/02/2022	19:44:26	999	2962.432	23.6778332710266
18/02/2022	19:44:27	270	2962.703	23.7264401435852
18/02/2022	19:44:27	810	2963.243	23.6858092625936
18/02/2022	19:44:28	080	2963.513	23.6917062123617
18/02/2022	19:44:28	351	2963.784	23.6774408658346
18/02/2022	19:44:28	621	2964.054	23.6652101834615
18/02/2022	19:44:28	891	2964.324	23.6958298047384
18/02/2022	19:44:29	162	2964.595	23.6679270426432
18/02/2022	19:44:29	432	2964.865	23.7071265856425
18/02/2022	19:44:29	702	2965.135	23.6950162569682
18/02/2022	19:44:29	972	2965.405	23.6942607561747
18/02/2022	19:44:30	513	2965.946	23.6666173934937
18/02/2022	19:44:30	783	2966.216	23.6596763928731
18/02/2022	19:44:31	053	2966.486	23.6642592430115
18/02/2022	19:44:31	324	2966.757	23.68809410731
18/02/2022	19:44:31	594	2967.027	23.6664409637451
18/02/2022	19:44:31	864	2967.297	23.6644021352132
18/02/2022	19:44:32	134	2967.567	23.6911149978638
18/02/2022	19:44:32	405	2967.838	23.6051036516825
18/02/2022	19:44:32	675	2968.108	23.6156716028849
18/02/2022	19:44:33	216	2968.649	23.722302532196
18/02/2022	19:44:33	486	2968.919	23.6672353108724
18/02/2022	19:44:33	756	2969.189	23.6357906341553
18/02/2022	19:44:34	026	2969.459	23.7173678716024
18/02/2022	19:44:34	297	2969.73	23.6833559989929
18/02/2022	19:44:34	567	2970	23.6824545542399
18/02/2022	19:44:34	837	2970.27	23.6304498036702
18/02/2022	19:44:35	107	2970.54	23.6675778071086
18/02/2022	19:44:35	648	2971.081	23.6537565231323
18/02/2022	19:44:35	918	2971.351	23.6632544835409
18/02/2022	19:44:36	189	2971.622	23.6256509145101
18/02/2022	19:44:36	459	2971.892	23.6583348274231
18/02/2022	19:44:36	729	2972.162	23.6499561627706
18/02/2022	19:44:36	999	2972.432	23.6618372281392
18/02/2022	19:44:37	270	2972.703	23.6709664344788
18/02/2022	19:44:37	540	2972.973	23.5644180933634
18/02/2022	19:44:37	810	2973.243	23.5930645306905
18/02/2022	19:44:38	351	2973.784	23.5375996907552
18/02/2022	19:44:38	621	2974.054	23.5467494328817
18/02/2022	19:44:38	891	2974.324	23.6403113047282
18/02/2022	19:44:39	162	2974.595	23.5907330513
18/02/2022	19:44:39	432	2974.865	23.6158034006755
18/02/2022	19:44:39	702	2975.135	23.7087223052979
18/02/2022	19:44:39	972	2975.405	23.6774865468343
18/02/2022	19:44:40	513	2975.946	23.7181713740031
18/02/2022	19:44:40	783	2976.216	23.7104041099548
18/02/2022	19:44:41	053	2976.486	23.6914779027303
