140	20	1190	298.51	2.1533e-06
140	25	1060	210.51	2.1523e-06
140	30	970	136.74	1.8503e-06
140	35	910	87.683	1.4979e-06
140	40	860	56.609	1.1793e-06
140	45	830	38.559	9.5413e-07
140	50	800	26.646	7.6705e-07
140	55	770	18.649	6.1415e-07
140	60	750	13.444	4.9955e-07
140	65	740	9.9668	4.1305e-07
140	70	720	7.5171	3.4405e-07
140	75	710	5.875	2.9446e-07
140	80	700	4.9904	2.7189e-07
140	85	690	4.8529	2.8557e-07
140	90	680	4.7317	2.99e-07
140	95	670	4.6235	3.1215e-07
145	100	680	4.3379	3.2037e-07
145	105	670	4.2556	3.3315e-07
145	10	1830	457.66	1.102e-06
145	110	660	4.1821	3.4574e-07
145	115	660	4.1163	3.5815e-07
145	120	650	4.1035	3.7457e-07
145	125	650	4.0922	3.9077e-07
145	130	640	4.0845	4.0693e-07
145	135	640	4.0642	4.2143e-07
145	140	640	4.0483	4.3589e-07
145	15	1430	412.92	1.9127e-06
145	20	1220	300.01	2.1965e-06
145	25	1090	211.62	2.1979e-06
145	30	1000	139.43	1.9183e-06
145	35	930	88.511	1.5387e-06
145	40	880	56.385	1.1964e-06
145	45	850	38.048	9.5973e-07
145	50	820	26.484	7.7785e-07
145	55	790	18.57	6.2447e-07
145	60	770	13.35	5.0696e-07
145	65	750	9.8464	4.1738e-07
145	70	740	7.4329	3.4825e-07
145	75	730	5.6999	2.9268e-07
145	80	710	4.7967	2.6795e-07
145	85	700	4.6601	2.8138e-07
145	90	690	4.5459	2.95e-07
145	95	690	4.4334	3.0762e-07
150	100	690	4.174	3.1661e-07
150	105	670	4.2556	3.3315e-07
150	10	1880	455.32	1.1104e-06
150	110	680	4.0189	3.4174e-07
150	115	670	3.9583	3.545e-07
150	120	670	3.9268	3.6924e-07
150	125	660	3.9214	3.8602e-07
150	130	660	3.9188	4.0279e-07
150	135	650	3.9153	4.1917e-07
150	140	650	3.9047	4.3441e-07
